objectid,title,author,age_group,boy,girl,gender_neutral,required_cast,ensemble,length,date_published,publisher,licensing,copies,musical,adaptation,adaptation_of,description,colocated,notes,format
yppc_249,Oyster and the Pearl,"Saroyan, William",08-14,8,2,0,10,FALSE,22,1965,Unknown,TRUE,10,FALSE,FALSE,,Harry Van Dusen is a barber that has a philosophy of “Take it easy.” He tries to spread his philosophy by talking to people when he is cutting their hair.,,Might come from the book Theatre Today?,record
yppc_250,"Pacca, the Little Bowman: A Jakata Tale of India","Winther, Barbara",04-12,4,2,7,13,TRUE,10,1976,"Plays, Inc.",FALSE,10,FALSE,TRUE,Adapted from the Indian folktale.,"Pacca the archer convinces Katti, the big firewood merchant, to join the guard and split the pay with him, since Pacca will do all the archery. Katti eventually becomes famous because of Pacca's archery, and refuses to give him his cut. Pacca leaves and Katti is left not knowing what to do when the palace is attacked.",,,record
yppc_251,Panic in the Palace,"Swintz, Martha",04-12,2,5,7,14,TRUE,14,1985,"Plays, Inc.",FALSE,2,FALSE,FALSE,,The pets of the two princesses cause an uproar when visiting nobility believes the frog and skunk to be a time bomb and poison gas.,,"Found in Children's Plays from Favorite Stories, edited by Sylvia E. Kamerman",record
yppc_252,"Passion, Poison, and Petrifaction or The Fatal Gazogene","Shaw, George Bernard",12-18,4,2,0,6,FALSE,13,1905,"Samuel French, Inc.",FALSE,7,FALSE,FALSE,,"Lady Magnesia is preparing for bed when her husband tries to come in and kill her. But in the psychedelic light her lover appears and is promptly poisoned by her husband. The antidote is lime, so he starts eating the ceiling's plaster and turns into a statue. The normality of the cuckoo clock returns after lightning kills the interloping doctor, policeman and landlord.",,,record
yppc_253,The Patient,"Christie, Agatha",12-18,5,4,0,9,FALSE,25,1963,"Samuel French, Inc.",TRUE,23,FALSE,FALSE,,"The patient, Mrs. Wingfield, has been horribly injured in a fall from her balcony, rendering her unable to communicate. The fall may have been an accident, an attempted suicide or – worse still – a cold-blooded killer bent on murder. The tension builds as relatives gather around her hospital bed, until an ingenious device helps Mrs. Wingfield convey a message that could solve the mystery.",,,record
yppc_254,The Perils of Priscilla or The Schoolmarm's Dilemma,"Fendrich, Shubert",04-12,3,4,0,7,TRUE,18,1969,Pioneer Drama Service,TRUE,6,FALSE,FALSE,,"The head of the school board is the villain in this sparkling melodrama (think of the fun you can have with that!). The old, faithful school teacher of many years mysteriously disappears after she refuses to assist the villain with his vile plans. Enter our heroine, the new teacher, who has come to care for her crippled orphan niece and to teach in the small country school. Our cowboy hero would like to be sheriff, but finds it difficult since he can’t read enough to know who’s wanted on the ""Wanted"" posters... or for what. Three students help the hero solve the murder and foil the villain. The illiterate cowboy becomes the schoolmarm’s favorite pupil... in more ways than one.",,,record
yppc_255,Persephone and Pandora,"Stephens, Jeffryn",04-12,8,9,9,26,TRUE,29,2007,YPPC,TRUE,5,FALSE,TRUE,Adapted from the Greek myths.,Hades kidnaps Persephone and takes her to be his queen. She ends up coming to a compromise after eating six pomegranate seeds. Pandora opens a jar meant to hold the sorrows of humanity.,,"These are technically two separate plays, and can be staged together or separately.",record
yppc_256,Perseus and Medusa,"Stephens, Jeffryn",04-12,4,12,3,19,TRUE,12,1987,YPPC,TRUE,38,FALSE,TRUE,Adapted from the Greek myths.,Medusa is changed into a Gorgon by angering a goddess. Perseus journeys to kill Medusa.,,,record
yppc_257,Picnic,"Inge, William",10-18,4,7,0,11,FALSE,69,1953,"Samuel French, Inc.",TRUE,3,FALSE,FALSE,,"The play takes place on Labor day Weekend in the joint backyards of two middle-aged widows. The one house belongs to Flo Owens, who lives there with her two maturing daughters, Madge and Millie, and a boarder who is a spinster school teacher. The other house belongs to Helen Potts, who lives with her elderly and invalid mother. Into this female atmosphere comes a young man named Hal Carter, whose animal vitality seriously upsets the entire group. Hal is a most interesting character, a child of parents who ignored him, self-conscious of his failings and his position behind the eight ball. Flo is sensitively wary of temptations for her daughters. Madge, bored with being only a beauty, sacrifices her chances for a wealthy marriage for the excitement Hal promises. Her sister, Millie, finds her balance for the first time through the stranger's brief attention. And the spinster is stirred to make an issue out of the dangling courtship that has brightened her life in a dreary, minor way.",,,record
yppc_258,Phaedre,"Racine, Jean",12-18,3,5,1,9,TRUE,63,1677,Unknown,FALSE,2,FALSE,FALSE,,"After receiving false information that her husband, King Thésée (Theseus), is dead, Phèdre accedes to her nurse Oenone’s urging and tells Hippolyte (Hippolytus), that she is in love with him. He rejects her. When Thésée returns, he is led to believe that Hippolyte is the aggressor toward Phèdre, and he invokes the aid of Neptune to destroy his son.",,"This is the full five-act play, not the abbreviated one act.",record
yppc_259,The Phantom Deer,"Unknown,",12-18,2,3,3,8,TRUE,10,Unknown,Unknown,TRUE,1,FALSE,FALSE,,"A mother is quite possessive of her son. Knowing that the girl that he is courting is unfaithful, she changes herself into a deer to keep her son away from the girl. Undeterred, the son gets a silver bullt made and shoots the deer. He returns to find his mother dead on the floor of their cabin.",,This is a carbon copy of a play; it might be by Jeffryn. Lacks notes or mentions in the YPPC history.,record
yppc_260,Mr. Pickwick,"Young, Stanley",08-18,14,8,3,25,FALSE,178,1952,Random House,TRUE,1,FALSE,TRUE,Adapted from Charles Dickens' The Pickwick Papers,"The play is based on Charles Dickens' novel The Pickwick Papers and follows the adventures of the title character, Mr. Pickwick, and his friends as they travel through England in the 19th century. The play features a cast of colorful characters, including the bumbling Mr. Pickwick, his loyal servant Sam Weller, the conniving Jingle, and the romantic Tupman. The play is filled with witty dialogue, slapstick humor, and heartwarming moments as the characters navigate their way through various mishaps and misadventures. Overall, Mr. Pickwick: A Comedy Freely Drawn From Charles Dickens' The Pickwick Papers is a delightful and entertaining play that captures the spirit of Dickens' beloved novel.",,,record
yppc_261,A Piece of My Heart,"Lauro, Shirley",12-18,1,6,0,7,TRUE,125,1988,"Samuel French, Inc.",TRUE,5,FALSE,TRUE,"""Suggested by the book by Keith Walker"" from title page of the play.","This is a powerful, true drama of six women who went to Vietnam: five nurses and a country western singer booked by an unscrupulous agent to entertain the troops. The play portrays each young woman before, during, and after her tour in the war-torn nation and ends as each leaves a personal token at the memorial wall in Washington.",,This is an interesting write up about the Mount St. Joseph University's production of A Piece of My Heart in 2023. https://www.msj.edu/news/2023/10/a-piece-of-my-heart-play-for-our-time.html,record
yppc_262,Pinkie and the Fairies,"Robertson, Walford Graham",04-14,5,7,5,17,TRUE,74,1908,William Heinemann,FALSE,1,TRUE,FALSE,,"A play in three acts. Afraid to grow up, Tommy and Pinkie go adventuring with the fairies that live in their garden.",,"This appears in the book A Treasury of Plays for Young Children, edited by Montrose J. Moses in 1921 and published by Little, Brown and Company. It could be done as a musical; there are lyrics included in the script. Apparently there is a score that was written by Frederic Norton. I think this is the proper score: https://www.sheetmusicwarehouse.co.uk/20th-century-songs-p/pinkie-and-the-fairies-a-fairy-play-for-children-and-others-1910-edition/",record
yppc_263,Pinocchio and the Fire-Eater,"Harris, Aurand",08-14,6,7,3,16,TRUE,15,1967,McGraw-Hill,TRUE,5,FALSE,TRUE,Adapted from the book by Carlo Collodi.,"Pinocchio skips school and sells his books, jacket, and hat to go to the circus. While there, he interrupts the fire-eater's show. The fire eater threatens to use him as firewood, but Pinocchio tells him how sad Geppetto would be if he didn't come home. The fire eater then threatens to use one of his own puppets as firewood, but Pinocchio convinces him to refrain.",,,record
yppc_264,Pirates of Penzance JR,"Gilbert, William",08-18,5,5,0,10,TRUE,88,Unknown,Music Theater International,TRUE,1,TRUE,TRUE,Adapted from Gilbert and Sullivan's Pirates of Penzance,"Set on the rocky coast of Cornwall, England, The Pirates of Penzance JR. begins with a group of pirates who are celebrating the birthday of one of their own, Frederic, who has reached his 21st year. Finally having served the full length of his required time with the pirates, he decides to strike off on his own and become an upstanding citizen – which may even mean bringing the pirates to justice. Thus turns out to be a tricky prospect indeed, especially when Frederic's freedom is called into question!",,,record
yppc_265,Playboy of the Western World,"Synge, John Millington",12-18,6,5,2,13,TRUE,43,1907,Unknown,FALSE,1,FALSE,FALSE,,"On the west coast of County Mayo Christy Mahon stumbles into Flaherty's tavern. There he claims that he is on the run because he killed his own father by driving a loy into his head. Flaherty praises Christy for his boldness, and Flaherty's daughter (and the barmaid), Pegeen, falls in love with Christy, to the dismay of her betrothed, Shawn Keogh. Because of the novelty of Christy's exploits and the skill with which he tells his own story, he becomes something of a town hero. Many other women also become attracted to him, including the Widow Quin, who tries unsuccessfully to seduce Christy at Shawn's behest. Christy also impresses the village women by his victory in a donkey race, using the slowest beast. Eventually Christy's father, Mahon, who was only wounded, tracks him to the tavern. When the townsfolk realize that Christy's father is alive, everyone, including Pegeen, shuns him as a liar and a coward. To regain Pegeen's love and the respect of the town, Christy attacks his father a second time. This time it seems that Old Mahon really is dead, but instead of praising Christy, the townspeople, led by Pegeen, bind and prepare to hang him to avoid being implicated as accessories to his crime. Christy's life is saved when his father, beaten and bloodied, crawls back onto the scene, having improbably survived his son's second attack. As Christy and his father leave to wander the world, having reconciled, Shawn suggests that he and Pegeen get married soon, but she spurns him. Pegeen laments betraying and losing Christy: ""I've lost the only playboy of the western world.""",,,record
yppc_266,Portraits VII,"Various,",10-18,0,0,17,17,TRUE,51,1991,Various,TRUE,2,FALSE,TRUE,Some of the scenes are adaptations of other stories or plays.,"Scenes and monologues, including from The Winner, Depression by Brian Scott, Killer Diller by Clyde Edgerton, Rising Upong the Land by Rebecca Ranson, Passion, Poison, and Petrifaction by George Bernard Shaw, No Time for Comedy by S.N. Bherman, Shadow of the Glen by John Millington Synge, Inherit the Wind by Jerome Lawrence and Robert E. Lee, The Trip to Bountiful by Horton Foote, That First Night by Heather Meadows, Steel Magnolias by Robert Harling, Death of a Salesman by Arthur Miller, Night, Mother by an unknown author, A View from the Bridge by Arthur Miller, A Black Woman Speaks by Beah Richards, Riders to the Sea by John Millington Synge, and The Grapes of Wrath by John Steinbeck.",,,record
yppc_267,Portraits VIII,"Various,",10-18,0,0,36,36,TRUE,47,1992,Various,TRUE,1,FALSE,TRUE,Some of the scenes are adaptations of other stories or plays.,"Scenes and monologues, including from The Women, The Bad Seed, Mary of Scotland, Amen Corner, Antigone, Elizabeth the Queen, Madame Bolivaris Complaint, Raisin in the Sun, Acacia Leaves, Selections from Death, and Heidi Chronicles.",,,record
yppc_268,The Poet and the Rent,"Mamet, David",12-18,8,3,0,11,FALSE,42,1981,"Samuel French, Inc.",TRUE,6,FALSE,FALSE,,"David, a young poet behind in his rent and about to be evicted, improvises poems for money in the park. He is scorned by the public and he falls in love with a young woman who will have nothing to do with him. He becomes a nightwatchman and is robbed by thieves talk him into joining them. Apprehended by the police and jailed, he is visited by a man who heard his poems-- an ad executive who offers David a job writing ad copy for Wacko, noxious gook for cars. Faced with his first existential choice, he decides to languish in jail rather than promote Wacko. The young woman pays his bail and rent. She still finds him socially undesirable, but feels all good citizens should support the arts. A better man, David returns to his pen and paper.",,,record
yppc_269,The Post Office,"Tagore, Rabindranath",08-14,3,1,6,10,FALSE,24,1914,The Macmillian Company,FALSE,6,FALSE,FALSE,,"Amal is confined to his adoptive uncle's home by an incurable disease. As he stands in Madhav's courtyard and talks with passers-by, he asks about the places they go. The construction of a new post office prompts him to fantasize about receiving a letter from the king or being his postman. The village headman mocks Amal, and pretends the illiterate child has received a letter from the king promising that his royal physician will come to attend him. The physician really does come, with a herald to announce the imminent arrival of the king; Amal, however, dies as Sudha comes to bring him flowers.",,"Originally written in Bengali and titled Dak Ghar, this play has a fascinating history.",record
yppc_270,Potpouri,"Various,",12-18,0,0,12,12,TRUE,32,2000,Various,TRUE,1,FALSE,TRUE,Some of the scenes are adaptations of other stories or plays.,"Scenes and monologues, including from Words, Words, Words by David Ives, Time of Your Life, I'm Herbert, The Effect of Gamma Rays on Man-In-the-Moon Marigolds, This Property is Condemned, Young and Fair, Passion, Poison, and Petrification by George Bernard Shaw, and Riders to the Sea by John Millington Synge.",,,record
yppc_271,Prince Rabbit,"Carle, Susan",04-14,6,7,0,13,FALSE,32,1983,Dramatic Publishing,TRUE,7,FALSE,TRUE,Adapted from the story by A.A. Milne.,"Rabbit has upset the plans of the childless king and queen by boldly presenting himself as a suitable contestant for the throne. Because Rabbit meets all the requirements as set by law, the king and his chancellor seize upon a series of plans to disqualify Rabbit and pass the succession to Lord Calamel, who is a person, not a rabbit, and also the royal favorite. The outcome of the competition is in doubt until the very last event.",,,record
yppc_272,The Prince and the Pauper,"Chorpenning, Charlotte B.",04-18,10,12,14,36,TRUE,56,1938,Dramatists Play Service Inc.,TRUE,3,FALSE,TRUE,Adapted from the story of the same name by Mark Twain (Samuel Clemens),"When Prince Edward changes clothes with Tom Canty, the beggar boy, no one in the audience will have difficulty in telling the actors apart, but through the magic of theatre, everybody on the stage is convinced that Tom, now dressed in royal clothing, is actually the heir to the throne. The true prince, now dressed in rags, is booted out of the palace. From here on out, the two lads lead an extraordinary existence as each tries to get along in a strange new world.",,,record
yppc_273,Moments 2011,"Various,",08-18,0,0,12,12,TRUE,37,2011,Various,TRUE,1,FALSE,TRUE,Some of the scenes are adaptations of other stories or plays.,"Scenes and monologues, including from The Cave by Tim Kelley, Sharks, Pencils, and Ben Affleck, Migrating Coconuts by Monty Python, Arabian Nights by David Ives, Constitutional Peasants by Monty Python, STOA from Bob and Ray, The Knights Who Say Ni by Monty Python, Like Dreaming Backwards, The Still Alarm by George Kaufman, Marco Polo Sings a Solo, Romeo and Juliet by William Shakespeare, and How to Tell a Witch by Monty Python.",In the binder with The Prince and the Pauper.,,record
yppc_274,Pride and Prejudice,"Kendall, Jane",12-18,5,11,0,16,TRUE,96,1942,Dramatic Publishing,TRUE,3,FALSE,TRUE,Adapted from Jane Austen's novel of the same name.,"Marriage is an inevitable fact of life for the five Bennet sisters -- Jane, Elizabeth, Mary, Kitty, and Lydia. With the family estate entailed away to their closest male cousin, their only hope to advance in life is to find a rich and single man -- and one has just arrived in the form of the very handsome and very well-off Charles Bingley. The kindhearted and beautiful Jane seems poised to make a match, but must contend with her overly zealous mother, his snobbish sister, and a slippery social ladder. And when Bingley's taciturn friend Fitzwilliam Darcy shows an interest in the opinionated and spirited Elizabeth, the situation becomes more complicated than either of them expect.",,,record
yppc_275,Rags: the Musical,"Stein, Joseph",12-18,6,4,0,10,TRUE,111,1986,Music Theater International,TRUE,2,TRUE,FALSE,,"Rebecca Hershkowitz and her young son David arrive on the shores of America in 1910, hoping to find a better life than the one they left behind in Russia. However, New York City is not as welcoming to Jewish immigrants as Rebecca was hoping. A single mother in search of new opportunities, Rebecca finds a community of Jewish immigrants and other social outsiders who come together to find a sense of community in their new home.",,"Includes a folder with overheads, production notes, programs, and other production history.",record
yppc_276,Ramona Quimby,"Jenkin, Len",04-14,5,9,0,14,TRUE,62,1994,Dramatic Publishing,TRUE,7,FALSE,TRUE,Based on the books by Beverly Cleary.,"Unpredictable. Exasperating. Boisterous and independent. That's Ramona Quimby for you. Always aggravating her older sister, Beezus, constantly getting into trouble and sometimes ""making a big, noisy fuss"" when things don't go her way. This collection of vignettes tracees Ramona's tumultuous passage through third grade and through her family relationships. At school, she throws a tantrum when provoked by a classmate and is sent home in disgrace. The teacher's wrath, an important family wedding, persistent sibling bickering and Mr. Quimby's attempts to give up smoking are part of the fabric that shape a humorous, loving family portrait. The problems facing the Quimbys, a middle-class Oregon family, are problems common to most families, and the family's togetherness in tackling the sacrifices and adjustments required when the father is unexpectedly fired from his job is a clear statement of traditional family values. Along with the discovery that life is not always fair, eventually Ramona and Beezus come to realize that sisters may not always agree, but they can be good to have around.",,,record
yppc_277,Return of the Unicorn,"Kurtz, Jack",08-14,10,10,0,20,FALSE,18,1978,"Samuel French, Inc.",TRUE,5,FALSE,FALSE,,"A girl discovers a unicorn that fills her with uncontrollable excitement and awe. She rushes to tell the world of the discovery, only to find the world too rational, too frightened, and too self-centered for awe and wonder. The little girl is faced with the sad duty of telling the unicorn it doesn't exist.",,"First published in ""Without Bathrobes: alternatives in Drama for Youth"" by Baker Plays. Licensing is required.",record
yppc_278,Revenge of the Space Pandas or Binky Rudich and the Two-Speed Clock,"Mamet, David",08-18,6,2,7,15,FALSE,64,1978,Dramatic Publishing,TRUE,7,FALSE,FALSE,,"Binky Rudich, his friend Viv, and his almost human sheep Bob tinker with a two-speed clock with the idea that, as Binky says, ""Time on Earth moves at the same speed all the time, but there is another speed, a slower speed, and if we could find it, everything would stand still on Earth and we would spin off."" And they do! To Crestview, Fourth World in the Goolagong System, ruled by George Topax and guarded by the Great Space Pandas. The excitement really begins when the Supreme Ruler commands that Bob be brought to him, never again to leave Goolagong, and he steals the two-speed clock just to make sure. Only a very serious playwright could produce such an insane comedy!",,,record
yppc_279,The Rimers of Eldrich,"Wilson, Landord",14-18,7,10,0,17,FALSE,59,1967,Dramatists Play Service Inc.,TRUE,3,FALSE,FALSE,,"As Martin Gottfried comments, “It is a simple one. A mystery, really. A man has been murdered. The mystery is, who he is, who murdered him and what were the circumstances? And to solve it, Wilson looks at the outsides and insides of his tiny, Middle Western town. He looks at a middle-aging woman who falls in love with the young man who comes to work in her cafe. He looks at a coarse, nasty woman mistreating her senile mother, who is obsessed with visions of Eldritch being evil and headed for blood-spilling. He looks at a tender relationship between a young man and a dreamy, crippled girl. But Wilson sees far more than this. He is grasping the very fabric of Bible Belt America, with its catchword morality ('virgin,' 'God-fearing') and its capability for the vicious. He senses the rhythm of its life and the cruelty it can impose. He understands the speech patterns of its loveless gossips, its sex-hungry boys, its compassionless preachers, its car-conscious blondes.” In the end Wilson’s portrait of Eldritch is full length, and the truth of its revelations will be pondered long after the stage lights have dimmed and the play has ended.",,,record
yppc_280,Revue,"Ranson, Rebecca",16-18,2,4,0,6,FALSE,20,1970s,Unknown,TRUE,1,FALSE,FALSE,,Includes two scenes: the first is a conscience raising group and the second is a conversation between a playboy and the Virgin Mary.,,,record
yppc_281,Riders to the Sea,"Synge, John Millington",12-18,1,3,0,4,TRUE,5,1904,Concord Theatricals,FALSE,1,FALSE,FALSE,,"In a cottage off the West of Ireland, an old woman sits grieving over the loss of her five sons, who have all drowned. Now the sixth and last is about to ride down to the sea, and she prophesies his death.",,,record
yppc_282,Rising Upon the Land,"Ranson, Rebecca",14-18,2,2,0,4,FALSE,45,1980,Unknown,TRUE,1,FALSE,FALSE,,A portrayal of the state of a nation of individuals and a compassionate vision of the collective consciousness of people who share or deny ideals. It explores the temporary disillusionment that occurs when ideals are corrupted and how persistence of vision can overcome social problems which seem to be cyclic.,,"Autographed copy; includes a dedication to Jeffryn. Mentions of sex, drug use, abortion, homophobia, racism, etc.",record
yppc_283,The Rope Dancers,"Wishengrad, Morton",12-18,5,4,0,9,FALSE,134,1957,"Samuel French, Inc.",TRUE,2,FALSE,FALSE,,"The story reveals the struggles of an Irish American couple at the turn of the century whose daughter has been born with six fingers on her left hand and who later becomes the victim of what appears to be St. Vitus' Dance. Margaret Hyland is convinced that the child's suffering is punishment from God, penance for James' alcoholism. Believing that the guilt is partially her own, she has become embittered, resentful and distant. Resolved in tragedy, the torments, repressions and denials of human beings caught in a inevitable maelstrom they can neither understand nor resist.",,,record
yppc_284,Rose Red and the Seven Vertically Challenged Mining Engineers,"Stephens, Jeffryn",08-14,2,5,12,19,FALSE,47,1996,YPPC,FALSE,3,FALSE,TRUE,Adapted from the Jessie Braham White version of Snow White and the Seven Dwarves.,"An adaptation of Snow White and the Seven Dwarves. A prince falls in love with Rose Red, who is not supposed to be at a royal ball that her stepmother is throwing. In retaliation, she is sent into the woods to be killed by the huntsman. She gets help from seven vertically challenged mining engineers and the goddess of witchcraft.",,This appears to be identitical to Snow White and the Seven Dwarves.,record
yppc_285,Rosencrantz and Gildenstern are Dead,"Stoppard, Tom",12-18,14,2,0,16,FALSE,114,1968,Dramatists Play Service Inc.,TRUE,1,FALSE,TRUE,Based on William Shakespeare's Hamlet.,Two minor characters from the play 'Hamlet' stumble around unaware of their scripted lives and unable to deviate from them.,,,record
yppc_286,"Rules, Royalty, and the Ridiculous","Stephens, Jeffryn",04-18,9,2,0,11,TRUE,23,2002,YPPC,TRUE,13,FALSE,TRUE,Based on Sir David Wears a Crown by Stuart Walker,The queen stepped on the toe-ring of the the King's great aunt and therefore must be beheaded. The only problem is that no one can find her.,,This is the prequel to Six Who Pass While the Lentils Boil Stuart Walker.,record
yppc_287,The Runaway Robots,"Newman, Deborah",08-18,4,5,7,16,TRUE,10,1981,"Plays, Inc.",FALSE,2,FALSE,FALSE,,"A man invents robots that pick things up around the house, but they are returned to him because they aren't discerning and don't put things up properly. The mayor of the city is excited to buy them to pick up litter.",,Found in a book of royalty free one act plays called Space and Science Fiction Plays for Young People edited by Sylvia Kamerman.,record
yppc_288,Rumors,"Simon, Neil",12-18,5,5,0,10,FALSE,113,1988,"Samuel French, Inc.",TRUE,2,FALSE,FALSE,,"At a large, tastefully-appointed Sneden's Landing townhouse, the Deputy Mayor of New York has just shot himself. Though it's only a flesh wound, Charlie Brock's self-inflicted injury sets off a series of events causing four couples to experience a severe attack of farce. As their tenth wedding anniversary party commences, Charlie lies bleeding in another room, and his wife Myra is nowhere in sight. The first guests, lawyer Ken Gorman and his wife Chris, scramble to get “the story” straight before the other guests arrive. As the confusions and miscommunications mount, the evening spins off into classic farcical hilarity.",,,record
yppc_289,Runaways,"Christopher, Jay",12-18,7,12,0,19,FALSE,70,1980,Dramatic Publishing,TRUE,3,FALSE,FALSE,,"Runaway House is a haven for young people in distress, and it is the setting for this play that deals dramatically and constructively with the growing problem of runaways. It is also the story of Bill and Linda, two young social workers, who work in the program. For them, Runaway House provides a common purpose in life which strengthens the deepening bond between them. This drama exposes the audience to both sides of this tale. The social workers experience anguish as they try to communicate with their young charges. The runaways are rejected and unable to go home, but afraid to be alone. Both worlds collide almost tragically when Linda learns that her own sister has run away from home.",,,record
yppc_290,Saint George and the Dragon,"Unknown,",08-18,5,5,0,10,TRUE,10,Unknown,Unknown,TRUE,6,FALSE,TRUE,Based on the old Mummer's plays.,"Here is a charming retelling of the great mummers' plays, folk plays of the Middle Ages. It is a perfect choice for holiday pageantry and drama in Christmas season productions that herald the passing of a year passed and a new beginning. Travel back in time to the Christmas celebrations in the Middle Ages, which began with a parade of knights, princesses, a king, a queen and, of course, a dragon. There were also miraculous medical practitioners who could cure all ailments. In traditional rhymed dialogue, Father (or Mother) Christmas presides over exaggerated sword and shield battles, court dances and St. George's heroic and romantic escapades. Production notes are available in the script containing details on costumes, music, set and props. The songs are set to well-known secular Christmas carols, with plenty of fanfare and exuberance.",,,record
yppc_291,Sarah Hawkins North Carolina Mountain Ghost Story,"Stephens, Jeffryn",10-18,3,3,2,8,FALSE,14,1998,YPPC,FALSE,12,FALSE,FALSE,,"A nasty old woman dies. Her servant is left destitute, and tries to exhume her body to get her wealth. She haunts him and leaves him trapped in her coffin, where he is retrieved the next morning.",,,record
yppc_292,The Secret Garden,"Norman, Marsha",04-18,13,12,0,25,TRUE,111,1991,Concord Theatricals,TRUE,2,TRUE,TRUE,Adapted from the novel by Frances Hodgson Burnett,"Orphaned in India, 11-year-old Mary Lennox returns to Yorkshire to live with her embittered, reclusive uncle Archibald and his disabled son Colin. The estate's many wonders include a magic garden which beckons the children with haunting melodies and the ""Dreamers,"" spirits from Mary's past who guide her through her new life, dramatizing The Secret Garden's compelling tale of forgiveness and renewal.",,,record
yppc_293,"Sean, the Fool, the Devil, and the Cats","Hughes, Ted",08-14,2,2,10,14,TRUE,15,1974,Dramatic Publishing,TRUE,10,FALSE,TRUE,Adapted from Irish folktales of similar names.,Will good conquer evil as Sean leaves home with hope to find a hidden fortune? Or will Sean realise the consequences of eating the wrong persons food?,,,record
yppc_294,The Secret of the Golden Sword,"Stephens, Ty",08-14,1,1,9,11,FALSE,31,1986,YPPC,FALSE,27,FALSE,FALSE,,"The kingdom of Zim needs to determine which of three children will be the heir to the throne as soon as possible, so they enter into a series of contests to determine who is the most clever. The Grand Minister wants to take the throne, and tries to undermine their contest. Prince Worthy wins the throne, and the evil grand minister Ogre is locked away in the dungeon.",,,record
yppc_295,Secrets: An AIDS Education Program for Teens,"Loughrey, Patricia",12-18,2,3,0,5,FALSE,31,1988,Kaiser Permanente,TRUE,1,FALSE,FALSE,,"Teenagers call the AIDS hotline with their questions about the virus, safety, and support systems.",,"An educational play written for teenagers during the height of the AIDS epidemic, this play is a really interesting window into some of the ideas about AIDS and some of the support systems that existed during that time. It acts to dispel a lot of common fears about the virus, but also contains some information that is outdated or has been found to be inaccurate. There is obviously a lot of talk about drugs, sex, and safe sex practices.",record
yppc_296,Seven Keys to Baldpate,"Cohan, George M.",08-18,8,4,1,13,FALSE,78,1913,"Samuel French, Inc.",FALSE,2,FALSE,TRUE,Adapted from Earl Derr Bigger's novel of the same name.,"One of the most thrilling plays ever, this is a medley of mystery, farce and intrigue an especially fine example of the American mystery play and one of the outstanding dramatic successes of modern times. A writer goes to a mountain inn to plot. He gets more than he bargained for.",,,record
yppc_297,The Shadow Box,"Cristofer, Michael",12-18,5,4,0,9,FALSE,79,1977,"Samuel French, Inc.",TRUE,1,FALSE,FALSE,,"In this compelling dramatic triptych, three terminal cancer patients dwell in separate cottages on a hospital’s grounds. The three are attended and visited by family and close friends: Agnes and her mother Felicity, estranged further by the latter’s dementia; Brian and Beverly, whose marital complications are exacerbated by Brian’s new lover, Mark; and Joe and Maggie, unready for the strain of Joe’s impending death and its effect on their teenage son.",,This is fragmentary; the first few pages are missing.,record
yppc_298,Sham: A Social Satire,"Tompkins, Frank G.",08-18,1,1,2,4,FALSE,22,1920,D. Appleton and Co.,FALSE,4,FALSE,FALSE,,"A cultured thief is attempting to rob the house, after he has stolen fine art from other houses in the area, but he finds the objects in the house are of poor quality. The owners of the house, Clara and Charles, come home unexpectedly after supposedly being at the theatre (they were actually at a movie). The thief informs them that, if he does not steal something from them, they will be disgraced as people find out their home contains no real fine works.",,This version is reprinted from Modern Plays and edited by Frank Shay.,record
yppc_299,She Laughs Last,"Paradis, Marjorie",12-18,0,10,0,10,FALSE,19,1940s,Unknown,TRUE,8,FALSE,FALSE,,"Kay is the bridesmaid for her sister's wedding. When she tries to get a slip of paper out of one of the gifts, her hand gets stuck in what is apparently an old, valuable, and hideous vase.",,"Date is unsure. Author was not identified in YPPC materials; I found it in the West Hartford News from March 16, 1955. Other local youth theaters were performing this in the mid-late 1950s, so I have to assume that it was published in the 1940s or 1950 at the very latest, and likely earlier.",record
yppc_300,Sherlock Holmes,"Gillette, William",12-18,17,3,0,20,FALSE,189,1899,Unknown,FALSE,1,FALSE,TRUE,Based on the Sherlock Holmes stories by Sir Arthur Conan Doyle.,Incriminating letters written by a young European prince to the English girl he betrayed are in the hands of the dead girl's sister. She is in the clutches of a nefarious man. All this and Moriarty and Dr. Watson too.,,,record
yppc_301,"Silent Night, Lonely Night","Anderson, Robert",14-18,2,3,0,5,FALSE,28,1958,"Samuel French, Inc.",TRUE,1,FALSE,FALSE,,"A man and woman meet at a New England inn on Christmas eve in this bittersweet comedy that starred Henry Fonda and Barbara Bel Geddes on Broadway. She is fretting about an unfaithful husband and picking up her son from a nearby school infirmary. His wife is in an asylum, insane since her despair over his affair enabled their little girl to wandered off and drown. This night they need love. In the morning, she flies off to her contrite husband with her boy and he finds his wife in a rare period of lucidity: It is Christmas.",Located in the Theater Arts magazine from December 1961.,,record
yppc_302,The Sister's Tragedy,"Hughes, Richard",12-18,2,3,0,5,FALSE,30,1924,William Heinemann,FALSE,5,FALSE,FALSE,,"Three sisters take care of their brother, who lost his sight and hearing to measles. The youngest sister comes across her older sisters putting an injured rabbit out of its misery, and decides that she she should kill her brother so that her sisters do not have to be his caretakers.",,,record
